,ACCIDENT_NO,VEHICLE_ID,VEHICLE_YEAR_MANUF,VEHICLE_DCA_CODE,INITIAL_DIRECTION,ROAD_SURFACE_TYPE,ROAD_SURFACE_TYPE_DESC,REG_STATE,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_POWER,VEHICLE_TYPE,VEHICLE_TYPE_DESC,VEHICLE_WEIGHT,CONSTRUCTION_TYPE,FUEL_TYPE,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS,CARRY_CAPACITY,CUBIC_CAPACITY,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,VEHICLE_COLOUR_1,VEHICLE_COLOUR_2,CAUGHT_FIRE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TOWED_AWAY_FLAG,TRAFFIC_CONTROL,TRAFFIC_CONTROL_DESC
5929,T20120007630,A,2006.0,1.0,E,1.0,Paved,V,SEDAN,MITSUB,380,,1,Car,,R,P,4.0,6.0,5.0,1665.0,1.0,,,S,4.0,4.0,H,GLD,ZZ,2.0,F,2.0,2,9.0,11.0,Giveway sign
5930,T20120007630,B,2003.0,2.0,N,1.0,Paved,V,SEDAN,MITSUB,MAGNA,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,N,1.0,1.0,H,FWN,ZZ,2.0,5,0.0,2,9.0,0.0,No control
5934,T20120007633,A,2006.0,1.0,S,1.0,Paved,V,SEDAN,FORD,FAIRMO,,1,Car,,R,P,4.0,6.0,5.0,1694.0,2.0,,,S,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,2,9.0,0.0,No control
5935,T20120007633,B,2011.0,2.0,S,1.0,Paved,V,SEDAN,HOLDEN,CRUZE,,1,Car,,R,P,4.0,4.0,5.0,1345.0,3.0,,,S,1.0,17.0,H,GRN,ZZ,2.0,R,2.0,2,9.0,0.0,No control
6046,T20120007780,A,1999.0,1.0,SW,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1050.0,1.0,,,SW,1.0,18.0,H,SIL,ZZ,2.0,3,2.0,4,1.0,0.0,No control
6072,T20120007805,A,1994.0,1.0,SE,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1450.0,2.0,,,S,2.0,2.0,H,WHI,ZZ,2.0,2,2.0,3,1.0,11.0,Giveway sign
6073,T20120007805,B,2004.0,2.0,NE,1.0,Paved,V,SEDAN,KIA,,,1,Car,,R,P,4.0,4.0,5.0,1035.0,2.0,,,NE,1.0,1.0,H,GLD,ZZ,2.0,F,2.0,3,1.0,0.0,No control
6074,T20120007805,C,2009.0,8.0,S,1.0,Paved,V,WAGON,HOLDEN,CALAIS,,2,Station Wagon,,R,P,4.0,8.0,5.0,1859.0,2.0,,,S,11.0,11.0,H,GRY,ZZ,2.0,3,2.0,2,2.0,0.0,No control
6165,T20120007887,A,2009.0,1.0,E,1.0,Paved,V,VAN,ISUZU,FVL140,,72,Heavy Vehicle (Rigid) > 4.5 Tonnes,24000.0,R,D,6.0,6.0,3.0,9200.0,1.0,14800.0,,E,1.0,18.0,H,WHI,ZZ,2.0,F,1.0,5,1.0,0.0,No control
6269,T20120008032,A,2006.0,1.0,SE,1.0,Paved,V,P MVR,MACK,S/L,,61,Prime Mover - Single Trailer,,R,D,6.0,6.0,2.0,9200.0,1.0,,,SE,1.0,18.0,B,WHI,GRN,2.0,5,1.0,4,1.0,0.0,No control
6478,T20120008264,A,1988.0,1.0,S,1.0,Paved,V,CYCLE,UNKN,FXSTS,,10,Motor Cycle,,,Z,,2.0,,,1.0,,,S,1.0,1.0,H,BLK,WHI,2.0,F,2.0,1,2.0,0.0,No control
6479,T20120008264,B,2011.0,2.0,S,1.0,Paved,V,DC UTE,HOLDEN,RC,,4,Utility,,R,D,4.0,4.0,5.0,1800.0,5.0,,,S,17.0,17.0,H,BLK,ZZ,2.0,R,2.0,1,2.0,0.0,No control
6513,T20120008314,A,1978.0,1.0,SE,1.0,Paved,V,CYCLE,UNKN,,,10,Motor Cycle,,,Z,,2.0,,,1.0,,,SE,1.0,1.0,H,BLK,ZZ,2.0,5,0.0,1,2.0,0.0,No control
6613,T20120008441,A,2000.0,1.0,E,1.0,Paved,V,SOLO,YAMAHA,R6,,10,Motor Cycle,,,P,2.0,4.0,,,2.0,,600.0,E,1.0,18.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,0.0,No control
6623,T20120008461,A,2002.0,1.0,N,1.0,Paved,V,SEDAN,MITSUB,MAGNA,,1,Car,,R,P,4.0,6.0,5.0,1329.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,3,0.0,5,1.0,0.0,No control
6794,T20120008690,A,2010.0,1.0,NW,1.0,Paved,V,SEDAN,TOYOTA,YARIS,,1,Car,,R,P,4.0,4.0,5.0,1055.0,1.0,,,NW,1.0,1.0,H,SIL,ZZ,2.0,1,2.0,4,1.0,0.0,No control
6795,T20120008690,B,2009.0,2.0,NK,1.0,Paved,V,SEDAN,SUZUKI,,,1,Car,,R,P,4.0,3.0,5.0,980.0,0.0,,,NK,11.0,11.0,H,RED,ZZ,2.0,5,2.0,4,1.0,0.0,No control
6796,T20120008690,C,2010.0,8.0,NK,1.0,Paved,V,SEDAN,KIA,CERATO,,1,Car,,R,P,4.0,4.0,5.0,1320.0,0.0,,,NK,11.0,11.0,H,SIL,ZZ,2.0,6,2.0,2,2.0,0.0,No control
6812,T20120008710,A,1999.0,1.0,NW,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2230.0,R,P,4.0,6.0,2.0,1350.0,1.0,880.0,,NW,1.0,18.0,H,SIL,ZZ,2.0,5,1.0,3,1.0,0.0,No control
6958,T20120008906,A,2000.0,2.0,SW,1.0,Paved,V,S WAG,FORD,FALCON,,2,Station Wagon,,R,P,4.0,6.0,5.0,1550.0,3.0,,,SW,1.0,15.0,H,GRN,ZZ,2.0,R,2.0,2,2.0,1.0,Stop-go lights
6959,T20120008906,B,2007.0,1.0,SW,1.0,Paved,V,SEDAN,TOYOTA,COROLA,,1,Car,,R,P,4.0,4.0,5.0,1081.0,1.0,,,SW,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
6974,T20120008923,A,1995.0,2.0,S,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1500.0,2.0,,,S,1.0,1.0,H,WHI,ZZ,2.0,2,2.0,5,1.0,11.0,Giveway sign
6975,T20120008923,B,2001.0,1.0,E,1.0,Paved,S,SED,TOYOTA,CAMRY,,1,Car,,,Z,,4.0,5.0,,2.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,5,1.0,0.0,No control
7001,T20120008958,A,2008.0,2.0,SW,1.0,Paved,V,S WAG,FORD,BF MK3,,2,Station Wagon,,R,G,4.0,4.0,5.0,1744.0,1.0,,,SW,1.0,1.0,H,WHI,ZZ,2.0,1,2.0,5,1.0,1.0,Stop-go lights
7002,T20120008958,B,1997.0,1.0,NE,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1400.0,4.0,,,SE,2.0,2.0,H,GRN,ZZ,2.0,F,2.0,5,1.0,1.0,Stop-go lights
7003,T20120008960,A,2007.0,2.0,SE,1.0,Paved,V,SEDAN,TOYOTA,AURION,,1,Car,,R,P,4.0,6.0,5.0,1530.0,1.0,,,SE,1.0,1.0,H,WHI,ZZ,2.0,F,1.0,4,1.0,10.0,Stop sign
7004,T20120008960,B,1999.0,1.0,SW,1.0,Paved,V,SEDAN,HOLDEN,S PACK,,1,Car,,R,M,4.0,6.0,5.0,1565.0,1.0,,,SW,1.0,1.0,H,OGE,ZZ,2.0,1,2.0,4,1.0,10.0,Stop sign
7045,T20120009007,A,1993.0,1.0,SE,1.0,Paved,V,DC UTE,MITSUB,TRITON,,4,Utility,,R,D,4.0,4.0,5.0,1550.0,1.0,,,SE,1.0,1.0,H,WHI,ZZ,2.0,8,2.0,5,1.0,0.0,No control
7080,T20120009042,A,1999.0,1.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,M,4.0,6.0,5.0,1514.0,1.0,,4000.0,N,2.0,2.0,H,RED,ZZ,2.0,8,2.0,1,2.0,0.0,No control
7081,T20120009042,B,,2.0,E,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,E,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,1,2.0,0.0,No control
7082,T20120009045,A,1992.0,1.0,NW,1.0,Paved,V,SEDAN,MITSUB,MAGNA,,1,Car,,R,P,4.0,4.0,5.0,1300.0,1.0,,,NE,2.0,2.0,H,RED,ZZ,2.0,F,2.0,4,1.0,0.0,No control
7083,T20120009045,B,1997.0,2.0,SE,1.0,Paved,V,SED,VOLVO,S40,,1,Car,,R,P,4.0,6.0,5.0,1350.0,1.0,,,SE,1.0,1.0,H,GRN,ZZ,2.0,2,2.0,5,1.0,0.0,No control
7188,T20120009178,A,2000.0,1.0,SE,1.0,Paved,V,SEDAN,FORD,FAIRLA,,1,Car,,R,P,4.0,6.0,5.0,1560.0,1.0,,,SE,1.0,18.0,H,GRN,ZZ,2.0,F,2.0,5,1.0,0.0,No control
7198,T20120009190,A,2006.0,1.0,S,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1661.0,2.0,,4000.0,W,2.0,2.0,H,GRN,ZZ,2.0,7,2.0,1,2.0,0.0,No control
7199,T20120009190,B,,2.0,N,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,N,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,1,1.0,0.0,No control
7345,T20120009331,A,2007.0,1.0,S,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1225.0,1.0,,,S,1.0,1.0,H,SIL,ZZ,2.0,1,0.0,4,1.0,0.0,No control
7346,T20120009331,B,2007.0,2.0,S,1.0,Paved,V,SEDAN,NISSAN,TIIDA,,1,Car,,R,P,4.0,4.0,5.0,1114.0,1.0,,,W,17.0,17.0,H,SIL,ZZ,2.0,8,2.0,4,1.0,0.0,No control
7361,T20120009366,A,1997.0,1.0,SW,1.0,Paved,V,SEDAN,MITSUB,LANCER,,1,Car,,R,P,4.0,4.0,5.0,950.0,1.0,,,SW,1.0,16.0,H,RED,ZZ,2.0,9,1.0,4,1.0,0.0,No control
7400,T20120009430,A,1988.0,1.0,SW,1.0,Paved,V,UTIL,FORD,XF,,4,Utility,2230.0,R,P,4.0,6.0,2.0,1350.0,2.0,880.0,,NW,2.0,2.0,H,BLU,ZZ,2.0,1,2.0,2,2.0,0.0,No control
7401,T20120009430,B,1993.0,2.0,NE,1.0,Paved,V,SEDAN,HOLDEN,BARINA,,1,Car,,R,P,4.0,4.0,5.0,750.0,3.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
7476,T20120009529,A,2007.0,1.0,S,1.0,Paved,V,TRITRA,H DAV,FLST,,10,Motor Cycle,,,P,3.0,2.0,,,1.0,,1584.0,S,1.0,1.0,H,BLK,ZZ,2.0,N,2.0,6,2.0,0.0,No control
7521,T20120009583,A,2011.0,1.0,SE,1.0,Paved,V,S WAG,AUDI,Q7 3.0,,2,Station Wagon,,R,D,4.0,6.0,5.0,2325.0,2.0,,,SE,1.0,1.0,H,BLK,ZZ,2.0,3,2.0,4,1.0,10.0,Stop sign
7522,T20120009583,B,2010.0,2.0,NE,1.0,Paved,V,SEDAN,MAZDA,6,,1,Car,,R,D,4.0,4.0,5.0,1560.0,2.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
7623,T20120009682,A,2004.0,1.0,NE,1.0,Paved,V,CYCLE,VESPA,ET-4,,10,Motor Cycle,,,P,2.0,1.0,,,1.0,,150.0,SW,5.0,5.0,H,GRN,ZZ,2.0,9,2.0,2,2.0,0.0,No control
7703,T20120009795,A,2002.0,1.0,NW,1.0,Paved,V,SOLO,YAMAHA,YQ100,,10,Motor Cycle,,,P,2.0,1.0,,,1.0,,100.0,NW,1.0,1.0,H,RED,ZZ,2.0,F,1.0,5,1.0,0.0,No control
7850,T20120009967,A,2003.0,1.0,W,1.0,Paved,V,SEDAN,HOLDEN,CAPRIC,,1,Car,,R,P,4.0,6.0,5.0,1350.0,1.0,,,NW,2.0,1.0,H,GRY,ZZ,2.0,5,2.0,4,1.0,0.0,No control
7851,T20120009967,B,2011.0,2.0,SE,1.0,Paved,V,SEDAN,TOYOTA,YARIS,,1,Car,,R,P,4.0,4.0,5.0,1045.0,3.0,,1300.0,E,3.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
8085,T20120010257,A,1996.0,1.0,W,1.0,Paved,V,SED,HOLDEN,VS,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,W,1.0,1.0,H,SIL,ZZ,2.0,F,0.0,3,1.0,0.0,No control
8086,T20120010257,B,2011.0,2.0,W,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1731.0,1.0,,,W,15.0,15.0,H,SIL,ZZ,2.0,R,0.0,3,1.0,0.0,No control
8087,T20120010257,C,2008.0,8.0,W,1.0,Paved,V,TRAY,FORD,FALCON,,4,Utility,2805.0,R,G,4.0,6.0,2.0,1880.0,1.0,925.0,,W,15.0,15.0,H,WHI,ZZ,2.0,R,0.0,1,2.0,0.0,No control
8088,T20120010257,D,2006.0,8.0,W,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1040.0,1.0,,1800.0,W,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,1,2.0,0.0,No control
8175,T20120010350,A,1996.0,1.0,NE,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1280.0,1.0,,,SW,5.0,5.0,H,WHI,ZZ,2.0,5,2.0,3,1.0,0.0,No control
8176,T20120010350,B,2009.0,2.0,SW,1.0,Paved,V,SEDAN,MAZDA,2 NEO,,1,Car,,R,P,4.0,4.0,5.0,1033.0,1.0,,,SW,1.0,1.0,H,GRN,ZZ,2.0,F,2.0,4,1.0,0.0,No control
8274,T20120010462,A,1995.0,2.0,W,1.0,Paved,V,SEDAN,HOLDEN,COMM,,1,Car,,R,P,4.0,6.0,5.0,1350.0,1.0,,,W,1.0,1.0,H,GRN,ZZ,2.0,5,2.0,1,2.0,0.0,No control
8275,T20120010462,B,,1.0,W,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,W,1.0,6.0,H,ZZ,ZZ,0.0,1,2.0,4,2.0,0.0,No control
8291,T20120010483,A,2011.0,1.0,N,1.0,Paved,V,SOLO,H DAV,FXDB,,10,Motor Cycle,,,P,2.0,2.0,,,1.0,,1584.0,N,1.0,1.0,H,BLU,ZZ,2.0,9,2.0,1,2.0,11.0,Giveway sign
8420,T20120010646,A,1999.0,1.0,N,1.0,Paved,V,SEDAN,HYNDAI,EXCEL,,1,Car,,R,P,4.0,4.0,5.0,950.0,1.0,,,N,1.0,1.0,H,GRN,ZZ,2.0,5,2.0,4,1.0,0.0,No control
8421,T20120010646,B,2007.0,2.0,N,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1203.0,1.0,,1800.0,E,2.0,2.0,H,SIL,ZZ,2.0,9,2.0,2,2.0,0.0,No control
8710,T20120010980,A,1990.0,1.0,NE,3.0,Gravel,V,VAN,SUZUKI,CARRY,,5,Panel Van,,R,P,4.0,4.0,4.0,800.0,1.0,,,NW,3.0,1.0,H,BLU,ZZ,2.0,U,2.0,6,2.0,15.0,Other
8854,T20120011143,A,1996.0,1.0,NE,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,M,4.0,6.0,5.0,1550.0,2.0,,,E,2.0,2.0,H,BLU,ZZ,2.0,F,2.0,6,2.0,1.0,Stop-go lights
8876,T20120011159,A,2009.0,2.0,N,1.0,Paved,V,SOLO,VESPA,LX150,,12,Motor Scooter,,,P,2.0,1.0,,,1.0,,150.0,N,1.0,1.0,H,WHI,ZZ,2.0,F,9.0,5,1.0,0.0,No control
8877,T20120011159,B,2010.0,1.0,N,1.0,Paved,V,SEDAN,AUDI,A3,,1,Car,,R,P,4.0,4.0,5.0,1395.0,1.0,,,E,2.0,2.0,H,BLK,ZZ,2.0,1,0.0,1,2.0,0.0,No control
8878,T20120011159,C,2002.0,8.0,E,1.0,Paved,V,SEDAN,HOLDEN,VECTRA,,1,Car,,R,P,4.0,6.0,5.0,1200.0,0.0,,,E,11.0,11.0,H,BLK,ZZ,2.0,4,0.0,1,2.0,0.0,No control
9027,T20120011348,A,2005.0,1.0,NE,1.0,Paved,V,SEDAN,FORD,FAIRMO,,1,Car,,R,P,4.0,6.0,5.0,1694.0,2.0,,,SE,99.0,18.0,H,GRY,ZZ,2.0,3,2.0,2,2.0,9.0,Roundabout
9028,T20120011348,B,1992.0,2.0,SE,1.0,Paved,V,DC UTE,TOYOTA,HILUX,,4,Utility,,R,D,4.0,4.0,5.0,1500.0,1.0,,2800.0,SE,1.0,1.0,H,CRM,ZZ,2.0,5,2.0,1,2.0,9.0,Roundabout
9074,T20120011413,A,1992.0,1.0,NE,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1350.0,1.0,,,SE,2.0,2.0,H,SIL,ZZ,2.0,F,1.0,1,2.0,1.0,Stop-go lights
9075,T20120011413,B,,2.0,SW,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,SW,1.0,1.0,H,ZZ,ZZ,0.0,1,1.0,5,2.0,1.0,Stop-go lights
9226,T20120011590,A,1995.0,1.0,E,1.0,Paved,V,VAN,MITSUB,EXPRES,,5,Panel Van,2400.0,R,P,4.0,4.0,2.0,1500.0,1.0,900.0,,E,1.0,6.0,H,WHI,ZZ,2.0,5,2.0,9,2.0,9.0,Roundabout
9227,T20120011590,B,2006.0,2.0,E,1.0,Paved,V,WAGON,JEEP,CHEROK,,2,Station Wagon,,R,P,4.0,6.0,5.0,2031.0,1.0,,,E,1.0,99.0,H,BLK,ZZ,2.0,9,2.0,9,2.0,9.0,Roundabout
9396,T20120011771,A,1995.0,2.0,NW,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1300.0,1.0,,,NW,3.0,3.0,H,RED,ZZ,2.0,R,2.0,9,2.0,11.0,Giveway sign
9397,T20120011771,B,1988.0,1.0,NW,1.0,Paved,V,TOURER,SAAB,,,1,Car,1650.0,R,P,4.0,,5.0,1350.0,1.0,300.0,,NW,3.0,3.0,H,RED,ZZ,2.0,F,2.0,6,2.0,11.0,Giveway sign
9420,T20120011800,A,,2.0,N,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,N,1.0,1.0,H,ZZ,ZZ,0.0,R,2.0,1,1.0,0.0,No control
9421,T20120011800,B,,1.0,N,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,N,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,3,1.0,0.0,No control
9641,T20120012038,A,2009.0,1.0,SW,1.0,Paved,V,BUS,VOLVO,B12BLE,,8,Bus/Coach,19000.0,R,D,4.0,6.0,46.0,11720.0,2.0,7280.0,,SW,1.0,16.0,H,WHI,ZZ,2.0,9,2.0,6,2.0,0.0,No control
9671,T20120012095,A,2005.0,2.0,E,1.0,Paved,V,SEDAN,FORD,XR6,,1,Car,,R,P,4.0,6.0,5.0,1694.0,1.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,R,2.0,2,2.0,9.0,Roundabout
9672,T20120012095,B,2001.0,1.0,E,1.0,Paved,V,DC UTE,MAZDA,2500,,4,Utility,,R,D,4.0,4.0,5.0,1500.0,1.0,,,E,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,2,2.0,9.0,Roundabout
9782,T20120012213,A,1995.0,2.0,N,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,4000.0,E,2.0,15.0,H,GRN,ZZ,2.0,R,2.0,9,2.0,0.0,No control
9783,T20120012213,B,2011.0,1.0,N,1.0,Paved,V,DC UTE,MAZDA,BT50,,4,Utility,,R,D,4.0,4.0,5.0,2089.0,1.0,,,N,99.0,1.0,H,WHI,ZZ,2.0,F,2.0,9,2.0,0.0,No control
9787,T20120012217,A,1999.0,1.0,N,1.0,Paved,V,S WAG,FORD,FALCON,,2,Station Wagon,,R,P,4.0,6.0,5.0,1550.0,2.0,,,N,1.0,1.0,H,GLD,ZZ,2.0,4,2.0,1,2.0,11.0,Giveway sign
9788,T20120012217,B,2008.0,2.0,W,1.0,Paved,V,SEDAN,NISSAN,TIIDA,,1,Car,,R,P,4.0,4.0,5.0,1128.0,1.0,,,W,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,11.0,Giveway sign
10005,T20120012483,A,1996.0,2.0,S,1.0,Paved,V,SEDAN,SAAB,9000,,1,Car,,R,P,4.0,4.0,5.0,1350.0,1.0,,,S,1.0,17.0,H,WHI,ZZ,2.0,R,2.0,9,9.0,99.0,Unknown
10006,T20120012483,B,1998.0,1.0,S,1.0,Paved,V,UTIL,TOYOTA,HI LUX,,4,Utility,2730.0,R,D,4.0,4.0,3.0,1330.0,1.0,1400.0,,S,99.0,99.0,H,RED,ZZ,2.0,9,2.0,9,9.0,99.0,Unknown
10019,T20120012499,A,2007.0,1.0,W,1.0,Paved,V,S WAG,HOLDEN,VIVA,,2,Station Wagon,,R,P,4.0,4.0,5.0,1200.0,2.0,,,N,2.0,2.0,H,SIL,ZZ,2.0,1,2.0,1,2.0,0.0,No control
10020,T20120012499,B,2009.0,2.0,E,1.0,Paved,V,SOLO,SYM,CLASSI,,12,Motor Scooter,,,P,2.0,1.0,,,1.0,,125.0,E,1.0,1.0,H,RED,ZZ,2.0,F,0.0,3,2.0,0.0,No control
10083,T20120012588,A,2004.0,2.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,M,4.0,6.0,5.0,1600.0,1.0,,,W,1.0,1.0,H,BLU,ZZ,2.0,5,2.0,4,1.0,0.0,No control
10084,T20120012588,B,2003.0,1.0,N,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,M,4.0,6.0,5.0,1694.0,1.0,,,N,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,11.0,Giveway sign
10172,T20120012687,A,1991.0,1.0,NE,1.0,Paved,V,WAGON,HOLDEN,COMM,,2,Station Wagon,,R,P,4.0,6.0,5.0,1350.0,4.0,,,NE,18.0,18.0,H,BLU,ZZ,2.0,1,2.0,5,1.0,0.0,No control
10173,T20120012687,B,2006.0,8.0,NK,1.0,Paved,V,TRAY,FORD,COURIE,,4,Utility,2684.0,R,D,4.0,4.0,3.0,1400.0,0.0,1284.0,,NK,11.0,11.0,H,WHI,ZZ,2.0,8,2.0,5,1.0,0.0,No control
10174,T20120012687,C,2010.0,8.0,NK,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1246.0,0.0,,,NK,11.0,11.0,H,BLU,ZZ,2.0,T,2.0,1,2.0,0.0,No control
10307,T20120012824,A,2009.0,1.0,SW,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1600.0,5.0,,3600.0,SW,1.0,1.0,H,BLK,ZZ,2.0,5,1.0,2,2.0,0.0,No control
10318,T20120012842,A,2005.0,2.0,W,1.0,Paved,V,TOURER,NISSAN,NAVARA,,1,Car,2920.0,R,D,4.0,4.0,3.0,2800.0,1.0,120.0,,N,2.0,2.0,H,SIL,ZZ,2.0,F,2.0,6,2.0,11.0,Giveway sign
10319,T20120012842,B,1998.0,1.0,N,1.0,Paved,V,SEDAN,MITSUB,LANCER,,1,Car,,R,P,4.0,4.0,5.0,950.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,2,2.0,5,1.0,11.0,Giveway sign
10354,T20120012875,A,2003.0,1.0,N,1.0,Paved,V,SEDAN,FORD,FOCUS,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,1.0,1,2.0,0.0,No control
10398,T20120012936,A,1992.0,1.0,S,3.0,Gravel,V,SED,NISSAN,PULSAR,,1,Car,,,Z,,4.0,5.0,1150.0,2.0,,,S,9.0,9.0,H,WHI,ZZ,2.0,R,2.0,6,2.0,0.0,No control
10410,T20120012956,A,2007.0,1.0,N,1.0,Paved,V,SEDAN,HOLDEN,CALAIS,,1,Car,,R,P,4.0,8.0,5.0,1738.0,2.0,,,N,1.0,1.0,H,RED,ZZ,2.0,5,2.0,3,1.0,0.0,No control
10458,T20120013013,A,1996.0,1.0,E,1.0,Paved,V,UTIL,FORD,FALCO,,4,Utility,,R,P,4.0,6.0,3.0,1370.0,1.0,,,E,1.0,18.0,H,WHI,ZZ,2.0,1,2.0,5,1.0,0.0,No control
10528,T20120013090,A,1993.0,1.0,S,1.0,Paved,V,SEDAN,DAIHAT,APPLAU,,1,Car,,R,P,4.0,4.0,5.0,950.0,1.0,,,S,1.0,1.0,H,WHI,ZZ,2.0,F,0.0,4,1.0,0.0,No control
10553,T20120013125,A,2009.0,1.0,S,3.0,Gravel,V,CYCLE,K T M,300EXC,,10,Motor Cycle,,,P,2.0,1.0,,0.0,1.0,,300.0,S,1.0,18.0,H,OGE,ZZ,2.0,F,2.0,2,2.0,0.0,No control
10708,T20120013311,A,1994.0,1.0,E,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1300.0,1.0,,,N,2.0,2.0,H,BLU,ZZ,2.0,F,1.0,4,1.0,1.0,Stop-go lights
10709,T20120013311,B,1994.0,2.0,W,1.0,Paved,V,SED,MITSUB,MAGNA,,1,Car,,R,P,4.0,6.0,5.0,1250.0,2.0,,,E,1.0,1.0,H,WHI,ZZ,2.0,F,1.0,4,1.0,1.0,Stop-go lights
10713,T20120013315,A,2001.0,1.0,N,1.0,Paved,V,COUPE,HYNDAI,ACCENT,,1,Car,,R,P,4.0,4.0,5.0,979.0,1.0,,,N,99.0,99.0,H,OGE,ZZ,2.0,1,2.0,5,1.0,0.0,No control
10848,T20120013481,A,2008.0,1.0,SE,1.0,Paved,V,UTIL,HOLDEN,COMMOD,,4,Utility,2740.0,R,P,4.0,8.0,2.0,1806.0,1.0,934.0,,S,1.0,1.0,H,GRN,ZZ,2.0,2,2.0,2,2.0,0.0,No control
10849,T20120013481,B,2000.0,2.0,NE,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1350.0,1.0,,,SE,2.0,2.0,H,FWN,ZZ,2.0,5,2.0,2,2.0,0.0,No control
10946,T20120013599,A,2012.0,1.0,NE,1.0,Paved,V,SEDAN,FORD,,,1,Car,,R,P,4.0,4.0,5.0,1311.0,1.0,,,SE,2.0,2.0,H,BLU,ZZ,2.0,1,2.0,4,1.0,0.0,No control
10947,T20120013599,B,1990.0,2.0,NE,1.0,Paved,V,VAN,MITSUB,SF,,5,Panel Van,2505.0,R,P,4.0,4.0,2.0,1265.0,1.0,1240.0,,NE,7.0,7.0,H,WHI,ZZ,2.0,5,2.0,2,2.0,0.0,No control
